Country,Country Code,Year,Budget Deficit/Surplus,Capital Expenditure,Consumer Price Index (CPI),Defence Expenditure,Education Expenditure,Expenditure,Exports,Food Inflation,Food Inflation YoY,GDP Growth Rate,GDP per Capita,GDP per capita,Government Debt,Health Expenditure,Imports,Inflation Rate,Interest Rate,Labour Force,Nominal GDP,Population,Real GDP,Revenue,Tax Revenue,Unemployment Rate,Value Added Tax (VAT),Health_Expenditure_Per_Capita,Education_Expenditure_Per_Capita,Capital_Expenditure_Per_Capita,Revenue_Per_Capita,Tax_Revenue_Per_Capita,Debt_to_GDP_Ratio,Tax_to_GDP_Ratio,Health_Spending_to_GDP,Education_Spending_to_GDP,Budget_Balance_to_GDP,Trade_Balance,Trade_Openness,Revenue_Growth_Rate,Tax_Revenue_Growth_Rate,Health_Expenditure_Growth_Rate,Population_Growth_Rate,Debt_Growth_Rate,Fiscal_Capacity_Index,Social_Spending_Ratio,Infrastructure_Investment_Ratio,Export_Intensity,Inflation_Volatility
Algeria,DZA,1987.0,-427.4,2611.3,101.4325,6085.0,11701.0,2894.920833333333,9.0,5.621666666666667,7.016666666666667,5.4,2453.16,70163.0,22276.20333333333,8585.0,-7.27,5.2025,10.0,18560025.0,1835042.8,18970215.0,25122.16,2955.583333333333,2330.9500000000003,17.46,197008.575,0.00045255153934734005,0.0006168090345839518,0.0001376526307160989,0.00015580125651361006,0.0001228742004241913,1.2139337204196725,0.12702428521013243,0.4678364995083493,0.6376418032320554,-0.023291009888161737,16.27,9.427573024454799e-05,0.0,0.0,0.0,0.0,0.0,78.8659881016156,700.7445511607255,0.14230185802750758,0.0004904517758386889,0.0
Algeria,DZA,1988.0,-427.4,2611.3,101.4325,6085.0,11701.0,2894.920833333333,7.6,5.621666666666667,7.016666666666667,5.4,2453.16,70163.0,22276.20333333333,8585.0,-7.69,5.2025,10.0,18560025.0,1835042.8,18970215.0,25122.16,2955.583333333333,2330.9500000000003,17.46,197008.575,0.00045255153934734005,0.0006168090345839518,0.0001376526307160989,0.00015580125651361006,0.0001228742004241913,1.2139337204196725,0.12702428521013243,0.4678364995083493,0.6376418032320554,-0.023291009888161737,15.29,-4.904517758386929e-06,0.0,0.0,0.0,0.0,0.0,78.8659881016156,700.7445511607255,0.14230185802750758,0.0004141592773748928,0.0
Algeria,DZA,1989.0,-427.4,2611.3,101.4325,6085.0,11701.0,2894.920833333333,9.6,5.621666666666667,7.016666666666667,5.4,2453.16,70163.0,22276.20333333333,8585.0,-9.47,5.2025,10.0,18560025.0,1835042.8,18970215.0,25122.16,2955.583333333333,2330.9500000000003,17.46,197008.575,0.00045255153934734005,0.0006168090345839518,0.0001376526307160989,0.00015580125651361006,0.0001228742004241913,1.2139337204196725,0.12702428521013243,0.4678364995083493,0.6376418032320554,-0.023291009888161737,19.07,7.084303428781007e-06,0.0,0.0,0.0,0.0,0.0,78.8659881016156,700.7445511607255,0.14230185802750758,0.0005231485608946015,0.0
Algeria,DZA,1990.0,-427.4,2611.3,101.4325,6085.0,11701.0,2894.920833333333,12.9,5.621666666666667,7.016666666666667,5.4,2453.16,70163.0,22276.20333333333,8585.0,-9.77,5.2025,10.0,18560025.0,1835042.8,18970215.0,25122.16,2955.583333333333,2330.9500000000003,17.46,197008.575,0.00045255153934734005,0.0006168090345839518,0.0001376526307160989,0.00015580125651361006,0.0001228742004241913,1.2139337204196725,0.12702428521013243,0.4678364995083493,0.6376418032320554,-0.023291009888161737,22.67,0.00017056822870834405,0.0,0.0,0.0,0.0,0.0,78.8659881016156,700.7445511607255,0.14230185802750758,0.0007029808787021207,0.0
Algeria,DZA,1991.0,-427.4,2611.3,101.4325,6085.0,11701.0,2894.920833333333,12.4,5.621666666666667,7.016666666666667,5.4,2453.16,70163.0,22276.20333333333,8585.0,-7.77,5.2025,10.0,18560025.0,1835042.8,18970215.0,25122.16,2955.583333333333,2330.9500000000003,17.46,197008.575,0.00045255153934734005,0.0006168090345839518,0.0001376526307160989,0.00015580125651361006,0.0001228742004241913,1.2139337204196725,0.12702428521013243,0.4678364995083493,0.6376418032320554,-0.023291009888161737,20.17,0.00025231019134812555,0.0,0.0,0.0,0.0,0.0,78.8659881016156,700.7445511607255,0.14230185802750758,0.0006757335578221936,0.0
Algeria,DZA,1992.0,-427.4,2611.3,101.4325,6085.0,11701.0,2894.920833333333,11.5,5.621666666666667,7.016666666666667,5.4,2453.16,70163.0,22276.20333333333,8585.0,-8.3,5.2025,10.0,18560025.0,1835042.8,18970215.0,25122.16,2955.583333333333,2330.9500000000003,17.46,197008.575,0.00045255153934734005,0.0006168090345839518,0.0001376526307160989,0.00015580125651361006,0.0001228742004241913,1.2139337204196725,0.12702428521013243,0.4678364995083493,0.6376418032320554,-0.023291009888161737,19.8,0.00017438285363153378,0.0,0.0,0.0,0.0,0.0,78.8659881016156,700.7445511607255,0.14230185802750758,0.0006266883802383247,0.0
Algeria,DZA,1993.0,-427.4,2611.3,101.4325,6085.0,11701.0,2894.920833333333,10.4,5.621666666666667,7.016666666666667,5.4,2453.16,70163.0,22276.20333333333,8585.0,-7.99,5.2025,10.0,18560025.0,1835042.8,18970215.0,25122.16,2955.583333333333,2330.9500000000003,17.46,197008.575,0.00045255153934734005,0.0006168090345839518,0.0001376526307160989,0.00015580125651361006,0.0001228742004241913,1.2139337204196725,0.12702428521013243,0.4678364995083493,0.6376418032320554,-0.023291009888161737,18.39,0.00013133208664124893,0.0,0.0,0.0,0.0,0.0,78.8659881016156,700.7445511607255,0.14230185802750758,0.0005667442743024849,0.0
Algeria,DZA,1994.0,-427.4,2611.3,101.4325,6085.0,11701.0,2894.920833333333,8.9,5.621666666666667,7.016666666666667,5.4,2453.16,70163.0,22276.20333333333,8585.0,-9.15,5.2025,10.0,18560025.0,1835042.8,18970215.0,25122.16,2955.583333333333,2330.9500000000003,17.46,197008.575,0.00045255153934734005,0.0006168090345839518,0.0001376526307160989,0.00015580125651361006,0.0001228742004241913,1.2139337204196725,0.12702428521013243,0.4678364995083493,0.6376418032320554,-0.023291009888161737,18.05,-1.362366043996358e-05,0.0,0.0,0.0,0.0,0.0,78.8659881016156,700.7445511607255,0.14230185802750758,0.00048500231166270346,0.0
Algeria,DZA,1995.0,-427.4,2611.3,101.4325,6085.0,11701.0,2894.920833333333,10.3,5.621666666666667,7.016666666666667,5.4,2453.16,70163.0,22276.20333333333,8585.0,-10.1,5.2025,10.0,18560025.0,1835042.8,18970215.0,25122.16,2955.583333333333,2330.9500000000003,17.46,197008.575,0.00045255153934734005,0.0006168090345839518,0.0001376526307160989,0.00015580125651361006,0.0001228742004241913,1.2139337204196725,0.12702428521013243,0.4678364995083493,0.6376418032320554,-0.023291009888161737,20.4,1.0898928351970923e-05,0.0,0.0,0.0,0.0,0.0,78.8659881016156,700.7445511607255,0.14230185802750758,0.0005612948101264995,0.0
Algeria,DZA,1996.0,-427.4,2611.3,101.4325,6085.0,11701.0,2894.920833333333,13.2,5.621666666666667,7.016666666666667,5.4,2453.16,70163.0,22276.20333333333,8585.0,-9.09,5.2025,10.0,18560025.0,1835042.8,18970215.0,25122.16,2955.583333333333,2330.9500000000003,17.46,197008.575,0.00045255153934734005,0.0006168090345839518,0.0001376526307160989,0.00015580125651361006,0.0001228742004241913,1.2139337204196725,0.12702428521013243,0.4678364995083493,0.6376418032320554,-0.023291009888161737,22.29,0.0002239729776330012,0.0,0.0,0.0,0.0,0.0,78.8659881016156,700.7445511607255,0.14230185802750758,0.0007193292712300769,0.0
Algeria,DZA,1997.0,-427.4,2611.3,101.4325,6085.0,11701.0,2894.920833333333,13.8,5.621666666666667,7.016666666666667,5.4,2453.16,70163.0,22276.20333333333,8585.0,-8.13,5.2025,10.0,18560025.0,1835042.8,18970215.0,25122.16,2955.583333333333,2330.9500000000003,17.46,197008.575,0.00045255153934734005,0.0006168090345839518,0.0001376526307160989,0.00015580125651361006,0.0001228742004241913,1.2139337204196725,0.12702428521013243,0.4678364995083493,0.6376418032320554,-0.023291009888161737,21.93,0.00030898461877837397,0.0,0.0,0.0,0.0,0.0,78.8659881016156,700.7445511607255,0.14230185802750758,0.0007520260562859897,0.0
Algeria,DZA,1998.0,-427.4,2611.3,101.4325,6085.0,11701.0,2894.920833333333,10.1,5.621666666666667,7.016666666666667,5.4,2453.16,70163.0,22276.20333333333,8585.0,-8.63,5.2025,10.0,18560025.0,1835042.8,18970215.0,25122.16,2955.583333333333,2330.9500000000003,17.46,197008.575,0.00045255153934734005,0.0006168090345839518,0.0001376526307160989,0.00015580125651361006,0.0001228742004241913,1.2139337204196725,0.12702428521013243,0.4678364995083493,0.6376418032320554,-0.023291009888161737,18.73,8.010712338698578e-05,0.0,0.0,0.0,0.0,0.0,78.8659881016156,700.7445511607255,0.14230185802750758,0.0005503958817745286,0.0
Algeria,DZA,1999.0,-427.4,2611.3,101.4325,6085.0,11701.0,2894.920833333333,12.3,5.621666666666667,7.016666666666667,5.4,2453.16,70163.0,22276.20333333333,8585.0,-8.96,5.2025,10.0,18560025.0,1835042.8,18970215.0,25122.16,2955.583333333333,2330.9500000000003,17.46,197008.575,0.00045255153934734005,0.0006168090345839518,0.0001376526307160989,0.00015580125651361006,0.0001228742004241913,1.2139337204196725,0.12702428521013243,0.4678364995083493,0.6376418032320554,-0.023291009888161737,21.26,0.00018201210347791342,0.0,0.0,0.0,0.0,0.0,78.8659881016156,700.7445511607255,0.14230185802750758,0.0006702840936462081,0.0
Algeria,DZA,2000.0,-427.4,2611.3,101.4325,6085.0,11701.0,2894.920833333333,21.7,5.621666666666667,7.016666666666667,5.4,2453.16,70163.0,22276.20333333333,8585.0,-9.35,5.2025,10.0,18560025.0,1835042.8,18970215.0,25122.16,2955.583333333333,2330.9500000000003,17.46,197008.575,0.00045255153934734005,0.0006168090345839518,0.0001376526307160989,0.00015580125651361006,0.0001228742004241913,1.2139337204196725,0.12702428521013243,0.4678364995083493,0.6376418032320554,-0.023291009888161737,31.049999999999997,0.0006730088257342009,0.0,0.0,0.0,0.0,0.0,78.8659881016156,700.7445511607255,0.14230185802750758,0.0011825337261888388,0.0
Algeria,DZA,2001.0,-427.4,2611.3,101.4325,6085.0,11701.0,2894.920833333333,19.1,5.621666666666667,7.016666666666667,5.4,2453.16,70163.0,22276.20333333333,8585.0,-9.48,5.2025,10.0,18560025.0,1835042.8,18970215.0,25122.16,2955.583333333333,2330.9500000000003,17.46,197008.575,0.00045255153934734005,0.0006168090345839518,0.0001376526307160989,0.00015580125651361006,0.0001228742004241913,1.2139337204196725,0.12702428521013243,0.4678364995083493,0.6376418032320554,-0.023291009888161737,28.580000000000002,0.0005242384537297986,0.0,0.0,0.0,0.0,0.0,78.8659881016156,700.7445511607255,0.14230185802750758,0.0010408476576132177,0.0
Algeria,DZA,2002.0,-427.4,2611.3,101.4325,6085.0,11701.0,2894.920833333333,18.7,5.621666666666667,7.016666666666667,5.4,2453.16,70163.0,22276.20333333333,8585.0,-12.01,5.2025,10.0,18560025.0,1960688.0,18970215.0,25122.16,2955.583333333333,2330.9500000000003,17.46,197008.575,0.00045255153934734005,0.0006168090345839518,0.0001376526307160989,0.00015580125651361006,0.0001228742004241913,1.136142177303749,0.118884289596305,0.43785650751164895,0.5967803138490163,-0.021798470740882793,30.71,0.0003412067600760549,0.0,0.0,0.0,0.0,0.0,78.8659881016156,700.7445511607255,0.13318284194119615,0.0009537468480451759,0.0
Algeria,DZA,2003.0,-427.4,2611.3,105.755,6085.0,11701.0,2894.920833333333,24.5,5.621666666666667,7.016666666666667,6.5,2453.16,70163.0,22276.20333333333,8585.0,-13.32,5.2025,10.0,18560025.0,2274863.2,18970215.0,25122.16,2955.583333333333,2330.9500000000003,17.46,197008.575,0.00045255153934734005,0.0006168090345839518,0.0001376526307160989,0.00015580125651361006,0.0001228742004241913,0.9792326559827126,0.10246550210140108,0.37738533024755067,0.5143605997934293,-0.018787942940920576,37.82,0.0004914581237236595,0.0,0.0,0.0,0.0,0.0,78.8659881016156,700.7445511607255,0.1147893200786755,0.001076987838213744,0.0
Algeria,DZA,2004.0,-427.4,2611.3,109.95166666666668,6085.0,11701.0,2894.920833333333,32.2,5.621666666666667,7.016666666666667,4.58,2453.16,70163.0,22276.20333333333,8585.0,-17.95,5.2025,10.0,18560025.0,2649341.98,18970215.0,25122.16,2955.583333333333,2330.9500000000003,17.46,197008.575,0.00045255153934734005,0.0006168090345839518,0.0001376526307160989,0.00015580125651361006,0.0001228742004241913,0.8408202301362897,0.08798222417477415,0.3240427270170686,0.4416568373706138,-0.016132307690983706,50.150000000000006,0.0005378694071046276,0.0,0.0,0.0,0.0,0.0,78.8659881016156,700.7445511607255,0.09856409703665361,0.0012153961339487023,0.0
Algeria,DZA,2005.0,-427.4,2611.3,111.47166666666668,6085.0,11701.0,2894.920833333333,46.3,1.5275,7.016666666666667,5.38,2453.16,70163.0,22276.20333333333,8585.0,-19.85,2.4091666666666667,10.0,18560025.0,3137592.38,18970215.0,25122.16,2955.583333333333,2330.9500000000003,17.46,197008.575,0.00045255153934734005,0.0006168090345839518,0.0001376526307160989,0.00015580125651361006,0.0001228742004241913,0.7099776081599654,0.07429103967928428,0.2736174416639806,0.3729292585801091,-0.013621909675851522,66.15,0.0008430030672116815,0.0,0.0,0.0,0.0,0.0,78.8659881016156,700.7445511607255,0.08322623476029732,0.0014756537622646825,1.6127317519363544
Algeria,DZA,2006.0,-427.4,2611.3,114.04833333333332,6085.0,11701.0,2894.920833333333,54.7,0.09,7.016666666666667,2.88,2453.16,70163.0,22276.20333333333,8585.0,-20.68,1.14,10.0,18560025.0,3576662.0,18970215.0,25122.16,2955.583333333333,2330.9500000000003,17.46,197008.575,0.00045255153934734005,0.0006168090345839518,0.0001376526307160989,0.00015580125651361006,0.0001228742004241913,0.6228210362995813,0.0651711008756209,0.24002827217109138,0.3271486095135632,-0.01194968940313622,75.38,0.0009511661990984891,0.0,0.0,0.0,0.0,0.0,78.8659881016156,700.7445511607255,0.07300941492374734,0.001529358938585754,2.0783567783583616
Algeria,DZA,2007.0,-427.4,2611.3,118.24416666666669,6085.0,11701.0,2894.920833333333,60.6,5.704999999999999,7.016666666666667,3.14,2453.16,70163.0,22276.20333333333,8585.0,-26.35,3.1925000000000003,10.0,18560025.0,3949188.4,18970215.0,25122.16,2955.583333333333,2330.9500000000003,17.46,197008.575,0.00045255153934734005,0.0006168090345839518,0.0001376526307160989,0.00015580125651361006,0.0001228742004241913,0.564070413387554,0.05902351987056379,0.2173864381856282,0.2962887260582453,-0.010822476841064356,86.95,0.0008672668034778994,0.0,0.0,0.0,0.0,0.0,78.8659881016156,700.7445511607255,0.06612244682983472,0.0015344925048397285,1.0357888611173685
Algeria,DZA,2008.0,-427.4,2611.3,123.98916666666666,6085.0,11701.0,2894.920833333333,78.6,8.213333333333333,7.016666666666667,2.46,2453.16,70163.0,22276.20333333333,8585.0,-37.99,4.679166666666666,10.0,18560025.0,4659877.6,18970215.0,25122.16,2955.583333333333,2330.9500000000003,17.46,197008.575,0.00045255153934734005,0.0006168090345839518,0.0001376526307160989,0.00015580125651361006,0.0001228742004241913,0.4780426707631405,0.05002170014079341,0.1842323068743265,0.2511010160438549,-0.009171914730120809,116.59,0.0008714821178994057,0.0,0.0,0.0,0.0,0.0,78.8659881016156,700.7445511607255,0.05603795258484901,0.001686739583031108,1.7771060145745485
Algeria,DZA,2009.0,-427.4,2611.3,131.1025,6085.0,11701.0,2894.920833333333,45.2,7.114166666666667,7.016666666666667,1.1800000000000002,2453.16,70163.0,22276.20333333333,8585.0,-37.4,5.2125,10.0,18560025.0,4368065.220000001,18970215.0,25122.16,2955.583333333333,2330.9500000000003,17.46,197008.575,0.00045255153934734005,0.0006168090345839518,0.0001376526307160989,0.00015580125651361006,0.0001228742004241913,0.5099787253939704,0.05336344314016446,0.19654010569008853,0.26787603688756273,-0.009784652437034809,82.6,0.00017856876230433214,0.0,0.0,0.0,0.0,0.0,78.8659881016156,700.7445511607255,0.059781616539141325,0.0010347830841225397,1.0468223521863844
Algeria,DZA,2010.0,-427.4,2611.3,136.23,6085.0,11701.0,2894.920833333333,57.1,6.864166666666667,7.016666666666667,4.82,2453.16,70163.0,22276.20333333333,8585.0,-38.89,4.963333333333334,10.0,18560025.0,5289886.4,18970215.0,25122.16,2955.583333333333,2330.9500000000003,17.46,197008.575,0.00045255153934734005,0.0006168090345839518,0.0001376526307160989,0.00015580125651361006,0.0001228742004241913,0.42110929515108925,0.044064273289498246,0.16229081970455925,0.22119567633815349,-0.008079568589601469,95.99000000000001,0.00034424179695049785,0.0,0.0,0.0,0.0,0.0,78.8659881016156,700.7445511607255,0.04936400902673449,0.0010794182650122695,0.266858004272763
Algeria,DZA,2011.0,-427.4,2611.3,142.39333333333337,6085.0,11701.0,2894.920833333333,72.9,3.4758333333333336,7.016666666666667,2.98,2453.16,70163.0,22276.20333333333,8585.0,-46.93,3.8866666666666663,10.0,18560025.0,6369868.0,18970215.0,25122.16,2955.583333333333,2330.9500000000003,17.46,197008.575,0.00045255153934734005,0.0006168090345839518,0.0001376526307160989,0.00015580125651361006,0.0001228742004241913,0.3497121656733441,0.036593379957010105,0.13477516331578612,0.18369297448549954,-0.006709715177771344,119.83000000000001,0.0004077007561224189,0.0,0.0,0.0,0.0,0.0,78.8659881016156,700.7445511607255,0.04099457006016451,0.001144450717032127,0.7046428370300628
Algeria,DZA,2012.0,-427.4,2611.3,155.05416666666667,6085.0,11701.0,2894.920833333333,71.7,8.635833333333332,7.016666666666667,2.4200000000000004,2453.16,70163.0,22276.20333333333,8585.0,-51.57,7.1375,10.0,18560025.0,7044724.0200000005,18970215.0,25122.16,2955.583333333333,2330.9500000000003,17.46,197008.575,0.00045255153934734005,0.0006168090345839518,0.0001376526307160989,0.00015580125651361006,0.0001228742004241913,0.31621115703171765,0.033087882412177166,0.12186424870054738,0.16609593174666334,-0.006066951647596267,123.27000000000001,0.0002857457572908584,0.0,0.0,0.0,0.0,0.0,78.8659881016156,700.7445511607255,0.03706745633450663,0.0010177829507081243,1.6560056947701325
Algeria,DZA,2013.0,-427.4,2611.3,160.1,6085.0,11701.0,2894.920833333333,25.940000000000005,8.135,7.016666666666667,2.6,2453.16,70163.0,22276.20333333333,8585.0,-21.998,6.29,10.0,18560025.0,7292414.0,18970215.0,25122.16,2955.583333333333,2330.9500000000003,17.46,197008.575,0.00045255153934734005,0.0006168090345839518,0.0001376526307160989,0.00015580125651361006,0.0001228742004241913,0.3054709089930074,0.03196403824577157,0.11772507704581774,0.16045441194095672,-0.005860885023806931,47.938,5.405617399121887e-05,0.0,0.0,0.0,0.0,0.0,78.8659881016156,700.7445511607255,0.035808444227110534,0.0003557121139858489,1.6863266153695442
Algeria,DZA,2014.0,-427.4,2611.3,164.77,6085.0,11701.0,2894.920833333333,24.08,2.063333333333333,7.016666666666667,4.1,2453.16,70163.0,22276.20333333333,8585.0,-23.874,1.9991666666666668,10.0,18560025.0,7701506.0,18970215.0,25122.16,2955.583333333333,2330.9500000000003,17.46,197008.575,0.00045255153934734005,0.0006168090345839518,0.0001376526307160989,0.00015580125651361006,0.0001228742004241913,0.28924477022199724,0.030266158333188343,0.11147170436535399,0.15193132356191114,-0.005549563942428923,47.95399999999999,2.674801525831435e-06,0.0,0.0,0.0,0.0,0.0,78.8659881016156,700.7445511607255,0.033906355458270115,0.00031266612010689857,2.7547527532396585
Algeria,DZA,2015.0,-427.4,2611.3,172.65333333333334,6085.0,11701.0,2894.920833333333,13.82,5.672499999999999,7.016666666666667,3.18,2453.16,70163.0,22276.20333333333,8585.0,-21.07,4.6225,10.0,18560025.0,7551610.0,18970215.0,25122.16,2955.583333333333,2330.9500000000003,17.46,197008.575,0.00045255153934734005,0.0006168090345839518,0.0001376526307160989,0.00015580125651361006,0.0001228742004241913,0.2949861464420611,0.030866927714752225,0.11368436664499358,0.15494709075283283,-0.0056597202450868085,34.89,-9.600601725989557e-05,0.0,0.0,0.0,0.0,0.0,78.8659881016156,700.7445511607255,0.0345793810856228,0.0001830073322112768,2.1630874817500336
